2649	11820
3520	11820
1029	11688
1965	11688
3123	11555
1983	11555
1344	14066
3895	14066
2472	14066
1344	11245
3895	11245
2472	11245
3741	11636
2870	11636
723	11265
642	11265
3516	11324
1086	11574
1086	11571
1086	11251
887	11700
887	11249
2950	11687
2950	11390
3675	11687
3675	11390
30	13543
887	11280
1086	10926
2874	12067
3520	12067
2649	12067
940	11555
3433	11555
2585	11655
2585	11265
2585	13015
2585	11334
2585	11297
769	11581
769	11318
3433	11701
3433	11392
3433	11333
433	11287
537	12293
2969	11575
3675	11194
3675	11559
3675	11269
3675	11330
3675	11532
2950	11194
2950	11559
2950	11269
2950	11330
2950	10934
2950	11532
1147	12328
3169	11690
1356	11635
2553	11644
2226	11576
537	13029
1500	12877
3605	11346
1500	11658
578	13412
578	13483
578	13427
30	13545
3169	11572
30	13544
30	11375
3216	11382
2485	8419
651	18329
1289	18329
1679	8490
1128	8481
1128	8686
1128	8400
1128	8618
2281	20677
2281	20162
2281	6551
1128	20560
1128	8508
1128	8509
1128	20481
1128	8454
1128	8408
1128	19042
1128	19028
1128	8639
1128	18739
1455	8481
1455	8686
1455	8618
1455	8400
1455	20560
1455	8508
1455	8509
1455	20481
1455	8454
1455	8408
1455	19042
1455	19028
1455	8639
1455	18739
651	20359
651	20323
651	20162
651	20033
651	7869
651	8639
651	8605
651	16261
651	8623
651	8408
651	8593
651	8518
651	8686
651	19376
3016	20323
3016	20162
3016	20033
3016	8542
3751	8656
3016	8621
3016	8605
3016	18481
3016	8454
3751	8465
3751	20166
3751	18481
3751	8686
942	20306
942	6551
942	19934
942	8685
942	4903
2303	8682
2303	8408
2303	18481
2303	8508
2303	8518
2303	8454
2303	8512
2303	2825
2303	20306
712	8682
712	8408
712	18481
712	8508
712	8518
712	8454
712	8512
712	2825
712	20306
3205	20323
3205	20560
3205	8400
3205	8509
3205	8412
3205	8454
3205	8466
3205	2825
1107	8608
1107	8400
1107	8409
1107	8560
1107	8682
1107	19994
1107	20033
1107	8465
1107	18324
1107	18739
1107	9097
1107	8509
1107	20335
1107	8412
1107	8447
1107	19376
3584	8593
3584	8400
3584	8685
3584	18739
3584	8605
3584	18324
3584	8639
3584	8682
3584	19376
408	20359
408	20560
408	20481
408	8454
408	8410
408	8646
830	19376
830	2825
830	20306
830	18324
678	8401
1987	8610
408	8819
1100	8617
683	8617
165	8617
3205	5079
1751	8869
1360	11599
1360	13880
1360	11708
1722	11628
3118	11693
3118	11714
3298	11515
3298	11525
2173	11703
3118	11628
542	11709
3298	11514
1283	11543
924	11567
924	11703
924	11534
2705	11578
2705	11590
2705	11562
2705	11518
2705	14353
2705	11585
2705	11712
2705	12012
2705	11582
2217	11518
3063	11586
3063	11680
3063	11542
1878	12190
1878	11586
1878	11680
1878	11542
952	11564
952	11662
952	11716
2282	11611
2282	11536
3224	11596
3224	11625
3224	11510
182	11611
182	11590
2654	11735
2654	11562
2654	11518
2201	11715
2201	11624
2201	11603
3533	11528
3533	11536
3533	12012
3533	11590
3533	11564
3533	11518
3533	11664
3533	11587
3533	11517
3533	11593
3533	11551
3533	11603
3533	11586
3533	13884
3343	11554
3343	11590
3343	11624
3343	11584
3343	11627
3010	11523
3010	11508
3010	12190
3010	11556
3010	11592
3010	11518
2239	11551
2239	11586
1687	13549
1687	11518
1687	11582
87	11524
87	11692
87	11551
87	11605
87	11604
87	11651
87	11672
87	11624
87	10544
71	11542
71	11556
71	11712
71	10696
71	11600
71	11528
71	12150
71	11735
71	11640
71	11531
71	11593
71	11558
71	11672
2954	11613
2954	10544
2954	11695
2954	13884
594	11524
594	11528
594	10544
594	10285
594	11536
594	13549
594	11627
594	11615
3361	11508
3361	11624
3361	11593
3361	11603
3361	11544
3361	11518
3361	11597
3361	11712
3361	11611
3361	11562
1791	11607
1791	11615
1791	11553
1791	11508
1791	11579
1791	11586
1791	11562
1791	11557
2151	11715
2151	11586
2151	11590
2151	11674
2151	11537
382	11598
382	11562
92	11579
92	11552
92	11624
92	11715
92	11583
92	11627
92	11625
92	11582
92	11602
92	11664
2213	11554
2213	11590
2213	11624
2213	11584
2213	11627
342	11692
342	11624
342	11588
342	11603
1911	11715
1911	11603
1911	11624
1911	11588
2175	11715
2175	11624
2175	11603
2175	11588
2175	11692
1845	11673
1845	11528
1845	11545
1845	11554
1845	11597
1845	11605
1845	11592
1845	11586
1845	11657
1845	11695
1845	11699
1845	11640
1845	11536
1845	11593
1845	11600
1845	11602
1845	11624
1845	11561
443	11524
443	11625
443	11710
443	11605
443	11537
443	11593
443	11586
1847	11625
1847	11605
1847	11586
3859	11981
3859	11651
178	11566
1354	10615
1354	11651
2418	11605
2418	11578
2418	10544
2418	11524
2418	11564
2418	11604
2367	11607
2367	11580
2367	11562
2367	11536
1027	11583
1027	11518
1027	11596
1027	11542
1360	11523
1360	11553
1360	11624
1360	11586
1360	11735
1360	11614
1360	11528
1360	11557
1360	11546
1332	11651
3155	11585
3155	11671
302	13884
302	11696
302	11556
302	11536
302	11518
302	11588
302	11605
218	11715
218	11604
218	11551
218	11579
218	12584
218	11716
218	11640
218	11583
218	11735
218	11712
218	11981
218	10615
218	11561
2255	11536
2255	10544
2255	11553
2255	11524
2255	11528
2255	11627
2255	11615
2960	11585
2960	11536
2960	11624
2960	11716
2960	11735
2960	11557
2960	11518
2960	14353
2960	11600
2960	11605
2960	11546
2960	11528
2960	11715
2484	11524
969	11508
1270	11594
2642	11605
2642	11614
2642	11536
2878	11715
2878	11587
2878	11696
2878	11651
2878	11674
2316	11587
2316	11651
2316	11696
2316	11715
2316	11674
1498	11588
1498	12012
1498	11566
262	11524
262	11734
262	11699
262	11696
1905	11664
1905	11597
1905	11593
1905	11716
1905	11590
497	10615
497	11553
2958	11601
2958	11517
1403	11657
1403	11590
1403	11584
1403	11627
3519	11716
3519	11712
3519	10544
826	11615
826	11734
826	11612
826	11586
826	12012
826	11672
826	11552
241	11734
241	10615
241	11596
241	11518
241	11608
2810	11676
2810	12190
2810	11598
2839	11524
2839	11598
2481	11528
2481	11598
2509	11546
2509	11596
2509	11583
2509	11715
2509	11624
2509	11664
2509	11582
2509	11627
2509	11602
261	11607
261	11582
261	11627
3072	11608
3072	11518
119	11585
119	11712
119	11590
119	11607
1885	11604
1885	11716
1885	11593
1885	11600
1885	11598
1885	11590
1885	11585
1885	11607
2973	11545
2973	13884
2973	11588
2973	11556
2973	11536
2973	11605
3583	11981
3583	11518
3583	11586
3583	11583
607	11651
3156	11611
3156	11573
1186	11692
1186	11715
1186	11624
1186	11603
3011	11716
2334	11614
2334	11553
3869	11614
3869	11553
3568	11614
3568	11553
3103	11651
294	11601
294	11734
294	11624
294	11585
294	11593
294	11561
294	11981
294	11651
294	10544
1979	11695
1979	11605
1979	11612
2646	11588
2646	11587
2646	11556
2646	11544
2646	11612
2646	11672
2646	11605
1872	11564
1872	11553
1872	10544
1872	11528
1872	11524
1872	11627
1872	11615
2719	11566
131	11557
131	11518
131	10615
131	11593
899	11613
899	10615
899	11716
899	11651
899	11596
899	11614
899	11712
899	11735
1973	11680
1973	13549
1973	11672
1973	11596
1973	11536
3826	11627
3826	11734
3826	11586
3826	11524
3826	11607
3826	11596
3826	11664
3826	11594
3826	11699
2845	11524
2845	11587
2845	11579
2845	11518
2845	10544
2845	10615
2845	11537
12	11615
12	13549
12	11536
12	10285
12	11528
12	11627
12	11524
12	10544
766	11561
766	11597
766	11580
766	12190
766	11598
766	11586
766	11695
766	11593
766	11735
766	11554
766	11531
766	11710
766	11715
766	11696
1722	11692
1722	11715
1722	11624
1722	11588
1521	11558
1521	11679
1521	11595
1521	12190
1521	11590
1521	11518
1521	11578
1521	11582
2922	11558
2922	11679
2922	12190
2922	11595
2922	11590
2922	11518
2922	11578
2922	11582
3326	11558
3326	11679
3326	12190
3326	11595
3326	11590
3326	11518
3326	11578
3326	11582
599	11553
599	11613
599	10615
3342	11545
3342	11531
3342	11518
3342	11546
3342	13884
3342	11578
3342	11716
3342	11674
3342	11564
3342	11593
2103	11582
2176	11579
2176	13549
2176	11680
2176	11564
2176	11518
2176	11716
2176	11674
2176	11593
2495	11672
2495	11696
3457	11672
3457	11696
3911	11734
3911	11524
3911	11699
3911	11696
924	11673
924	11715
924	11588
924	11517
924	11593
924	11664
924	11528
924	11612
924	11584
924	11595
924	12012
924	11615
924	11602
924	11524
924	11600
2177	11561
2177	11551
2177	11587
2177	11556
2177	11624
2177	11596
2177	11601
2177	11558
2177	11611
2177	11981
2177	11695
1540	11524
1540	11592
1540	11536
1540	11640
1540	11715
1540	11510
1540	11627
1540	11597
14	11735
14	11614
14	10615
2187	10615
2187	11735
2187	11614
861	10615
861	11735
861	11614
2835	10615
2835	11735
2835	11614
2218	11524
2218	11579
2218	11596
2218	11552
2218	11518
2218	11587
2218	10615
2218	10544
2218	11537
542	11585
542	11712
542	11590
542	11607
2058	12150
2058	11673
2058	11528
2058	11676
2058	11557
2058	11546
2058	11592
2058	11651
2058	11587
2058	12584
2093	11600
2093	11587
2093	11613
551	11601
551	11558
551	11710
551	11595
551	11590
551	11518
551	11582
551	10544
551	11578
551	11586
3676	11586
3676	11573
2961	11588
2961	11627
2961	11578
2961	11524
1014	11588
1014	11546
1014	11627
1014	11524
1014	11578
22	11696
22	11588
22	11524
22	11578
3875	11696
3875	11588
3875	11524
3875	11578
2336	11588
2336	11627
2336	11524
2336	11578
413	11524
413	11587
413	11579
413	11596
413	11552
413	11518
413	10544
413	10615
413	11537
1658	11521
1658	11536
1658	11566
1658	10696
1658	11578
630	11692
630	11715
630	11624
630	11603
1588	11579
1588	11583
1588	11552
1588	11546
1588	11715
1588	11624
1588	11627
1588	11602
1588	11664
1588	11582
1436	12584
2333	12584
2333	11613
781	12584
781	11613
2604	12584
2604	11613
717	12584
717	11613
2073	12584
1283	12584
1283	11613
937	11627
2983	11579
2983	11583
2983	11552
2983	11715
2983	11624
2983	11627
2983	11582
2983	11625
2983	11602
2983	11664
3298	11554
3298	11590
3298	11624
3298	11584
3298	11627
2173	11651
3118	11692
3118	11715
3118	11588
3118	11624
3224	11702
2705	11649
1594	11649
2973	11649
3072	11519
3072	13082
937	11702
3155	11509
3044	11702
3911	11624
1911	11649
3326	11649
2922	11649
1521	11649
3342	11547
3342	11529
3118	11522
937	11550
937	11577
2077	11577
2077	11550
3326	11591
551	11591
551	11589
3326	11589
551	13364
3326	13364
190	9823
54	6101
1398	6101
3202	10866
2687	10336
3805	11317
2476	11606
2423	11446
111	11535
374	11487
2117	11472
855	11535
1276	11663
1276	11468
2067	11473
1295	11446
272	11471
2469	11548
167	11410
2139	11610
1033	11337
2470	11458
2350	11315
167	11308
167	11315
2422	11351
2182	11471
1295	11667
2423	11667
2139	11493
2139	11313
2139	11467
111	11549
855	11549
3064	11549
2293	11650
2470	11563
2117	11471
2422	11560
2139	11533
2117	11470
1701	11472
1701	11471
167	11353
2350	11353
412	11393
2423	11337
374	11320
2682	11470
1608	11470
1853	11470
2764	11470
3064	11470
272	11470
3064	11472
272	11472
2422	11366
374	11403
229	11530
3353	11344
2455	11315
1644	11360
374	11327
2423	11361
374	11667
3001	11527
3805	11376
2771	11569
2771	11252
1295	11569
1295	11252
3578	11569
3578	11252
280	11569
280	11252
1499	11520
3064	3392
1775	11400
3422	11190
2643	11190
2848	7174
1453	11181
3035	11181
1258	11191
3602	19791
3602	14153
3602	14402
2855	5593
2855	11197
3602	477
1337	477
907	477
3812	477
907	13132
1225	11188
1225	14675
2335	11196
194	526
2335	526
194	11196
2335	11203
194	11203
2335	20990
194	20990
